SampleID,Length,Weight,Minutes,Hook,Tissue,Strength,Depth,O2,PPM,Species
3740,26,65,425,7,30,73.15974716,27625.74495,40.228,3.45,Chain Pickerel
2962,25,58,64,1,25,36.46556968,3712.078205,32.95,1.375,Chain Pickerel
2168,15,11,481,1,10,17.59179089,5291.072583,20.17,2.15,Chain Pickerel
8019,23,44,689,2,11,57.97161158,30316.18857,31.394,5.165,Chain Pickerel
1317,30,114,538,5,73,47.23119242,61332.12615,43.34,2.095,Chain Pickerel
3415,16,14,157,7,11,28.04532527,2198.069109,27.448,3.165,Chain Pickerel
2176,23,44,193,1,11,24.1740291,8492.23472,30.394,1.165,Chain Pickerel
4636,30,114,674,6,73,80.28647903,76836.72366,44.34,5.095,Chain Pickerel
9633,27,83,49,1,51,30.38146828,4067.478237,35.506,4.765,Chain Pickerel
6420,15,11,307,6,9,22.18844168,3377.188683,25.17,4.135,Chain Pickerel
5989,19,24,673,6,5,33.55669077,16152.30521,30.282,5.075,Chain Pickerel
2541,20,28,430,6,1,37.11751579,12040.89052,31.56,2.015,Chain Pickerel
6789,22,38,191,5,6,57.12085526,7258.531515,33.116,2.09,Chain Pickerel
7760,17,17,199,7,5,31.64138944,3383.098518,28.726,2.075,Chain Pickerel
6779,30,114,70,8,73,70.46538091,7980.368958,46.34,5.095,Chain Pickerel
8060,30,114,593,8,74,36.25104051,67602.42719,46.34,2.11,Chain Pickerel
2793,23,44,121,8,15,42.04525158,5324.216544,37.394,3.225,Chain Pickerel
2401,20,28,496,3,3,41.86659454,13888.32023,28.56,1.045,Chain Pickerel
5366,29,103,156,6,64,110.9677399,16068.33422,43.062,1.96,Chain Pickerel
8091,17,17,220,2,11,30.5665657,3740.978459,23.726,5.165,Chain Pickerel
7662,29,103,474,1,68,97.51038474,48822.72376,38.062,3.02,Chain Pickerel
1633,22,38,267,3,8,27.84475696,10146.58717,31.116,5.12,Chain Pickerel
5805,25,58,481,1,25,74.42005458,27898.49212,32.95,3.375,Chain Pickerel
8571,20,28,30,5,3,20.85450893,840.4626281,30.56,3.045,Chain Pickerel
1871,16,14,433,1,11,29.71100406,6062.079447,21.448,4.165,Chain Pickerel
7225,23,44,709,3,10,47.49735294,31196.31083,32.394,3.15,Chain Pickerel
3063,20,28,427,4,2,37.03120998,11956.91512,29.56,1.03,Chain Pickerel
8568,21,33,139,2,7,26.89505434,4587.246974,28.838,3.105,Chain Pickerel
5450,20,28,744,5,0,25.56626835,20832.78921,30.56,3,Chain Pickerel
9186,27,83,333,4,51,37.39727787,27639.08468,38.506,2.765,Chain Pickerel
8791,31,126,529,7,85,110.4677219,66654.41448,46.618,5.275,Chain Pickerel
4046,24,51,88,7,17,50.29544071,4488.171462,37.672,5.255,Chain Pickerel
4174,18,20,585,2,4,35.96343853,11700.72244,25.004,4.06,Chain Pickerel
5223,17,17,536,5,7,21.11325741,9112.087354,26.726,2.105,Chain Pickerel
9135,23,44,264,8,16,30.94788809,11616.94363,37.394,2.24,Chain Pickerel
4430,25,58,57,6,27,62.09104714,3306.132001,37.95,1.405,Chain Pickerel
6404,31,126,441,4,88,45.60662352,55566.35484,43.618,4.32,Chain Pickerel
3362,18,20,724,2,3,27.68886632,14480.5891,25.004,4.045,Chain Pickerel
5983,30,114,266,8,73,129.0153939,30324.74099,46.34,5.095,Chain Pickerel
5330,18,20,594,2,8,33.68636386,11880.2084,25.004,4.12,Chain Pickerel
4999,22,38,261,1,8,48.41272412,9918.312236,29.116,1.12,Chain Pickerel
2667,26,65,707,7,33,76.00762151,45955.18438,40.228,2.495,Chain Pickerel
3047,17,17,243,8,11,17.48610386,4131.959507,29.726,5.165,Chain Pickerel
8229,29,103,435,2,68,67.35593544,44805.8454,39.062,4.02,Chain Pickerel
8104,24,51,41,7,19,59.5288397,2091.986372,37.672,4.285,Chain Pickerel
8412,27,83,127,5,48,78.55492343,10541.5667,39.506,3.72,Chain Pickerel
3606,28,92,508,6,58,72.50209714,46736.31981,41.784,4.87,Chain Pickerel
7413,15,11,473,7,12,16.0068702,5203.375282,26.17,2.18,Chain Pickerel
4721,18,20,215,1,9,29.4490483,4300.089983,24.004,3.135,Chain Pickerel
9933,15,11,515,7,12,22.71321917,5665.451863,26.17,5.18,Chain Pickerel
2141,27,83,225,5,51,82.40088813,18675.35854,39.506,4.765,Chain Pickerel
7906,31,126,525,2,88,87.33272268,66150.05049,41.618,4.32,Chain Pickerel
8658,31,126,49,1,85,151.1669611,6174.238812,40.618,3.275,Chain Pickerel
6758,17,17,52,7,8,31.76384739,884.5975101,28.726,2.12,Chain Pickerel
1704,28,92,112,8,53,112.466298,10304.9636,43.784,4.795,Chain Pickerel
6444,26,65,496,1,32,62.48017937,32240.52029,34.228,2.48,Chain Pickerel
1714,26,65,267,6,28,71.81129727,17355.02784,39.228,4.42,Chain Pickerel
8142,19,24,81,7,4,37.14436922,1944.45414,31.282,4.06,Chain Pickerel
6934,29,103,439,7,65,45.88126053,45217.90437,44.062,5.975,Chain Pickerel
9571,26,65,420,5,32,90.32104723,27300.33261,38.228,5.48,Chain Pickerel
7313,30,114,561,4,79,123.9372287,63954.63129,42.34,3.185,Chain Pickerel
3404,28,92,51,7,56,31.05423528,4692.483738,42.784,1.84,Chain Pickerel
6396,31,126,609,6,86,41.12378306,76734.98159,45.618,4.29,Chain Pickerel
8735,19,24,548,4,3,42.55126747,13152.32814,28.282,2.045,Chain Pickerel
8524,31,126,36,3,85,98.79943897,4536.311576,42.618,4.275,Chain Pickerel
9027,31,126,385,5,90,47.25533518,48510.83658,44.618,5.35,Chain Pickerel
4182,17,17,424,1,7,31.13380626,7208.624551,22.726,2.105,Chain Pickerel
1233,26,65,564,2,28,74.50574046,36660.93569,35.228,2.42,Chain Pickerel
1224,20,28,419,1,2,21.07724937,11732.68923,26.56,4.03,Chain Pickerel
2684,21,33,497,6,7,25.2709684,16401.50329,32.838,4.105,Chain Pickerel
2294,27,83,658,3,45,31.05117258,54614.63233,37.506,5.675,Chain Pickerel
4422,27,83,611,8,49,105.8504839,50713.6317,42.506,1.735,Chain Pickerel
9950,25,58,450,7,27,43.38858091,26100.53839,38.95,2.405,Chain Pickerel
4703,18,20,23,5,8,28.37912502,460.3196366,28.004,2.12,Chain Pickerel
8815,24,51,430,4,16,51.27397041,21930.33446,34.672,1.24,Chain Pickerel
2881,19,24,283,4,2,29.5631343,6792.07705,28.282,4.03,Chain Pickerel
1053,23,44,89,8,13,57.02634069,3916.093818,37.394,3.195,Chain Pickerel
9036,30,114,389,6,73,70.65207366,44346.32285,44.34,2.095,Chain Pickerel
9876,19,24,612,7,0,34.73706151,14688.04124,31.282,5,Chain Pickerel
3317,18,20,417,8,5,26.04331889,8340.179637,31.004,3.075,Chain Pickerel
8035,18,20,498,7,9,23.43577113,9960.23391,30.004,5.135,Chain Pickerel
1842,25,58,168,5,28,81.21606832,9744.349539,36.95,4.42,Chain Pickerel
1367,28,92,630,5,56,69.51122015,57960.2733,40.784,4.84,Chain Pickerel
1505,28,92,293,7,58,43.67484809,26956.72036,42.784,3.87,Chain Pickerel
2927,21,33,751,5,1,29.90707942,24783.55982,31.838,5.015,Chain Pickerel
9098,20,28,128,2,3,22.94099074,3584.851464,27.56,1.045,Chain Pickerel
8446,24,51,86,3,19,57.35022774,4386.960029,33.672,2.285,Chain Pickerel
7975,15,11,262,8,12,23.66622543,2882.713314,27.17,5.18,Chain Pickerel
3166,31,126,586,6,90,115.0753,73836.30616,45.618,2.35,Chain Pickerel
2633,27,83,468,3,48,72.73059334,38844.4097,37.506,3.72,Chain Pickerel
8906,16,14,197,2,11,24.44910499,2758.043287,22.448,4.165,Chain Pickerel
7726,29,103,453,6,63,54.16434688,46659.23334,43.062,1.945,Chain Pickerel
1099,22,38,467,7,10,24.97303349,17746.8588,35.116,1.15,Chain Pickerel
3331,24,51,530,3,17,26.07551601,27030.82931,33.672,1.255,Chain Pickerel
8111,25,58,553,5,23,47.50539021,32074.95601,36.95,4.345,Chain Pickerel
5991,16,14,705,4,8,28.6771022,9870.453309,24.448,4.12,Chain Pickerel
8979,16,14,659,8,7,17.40782155,9226.511736,28.448,5.105,Chain Pickerel
5034,29,103,634,3,63,87.53969042,65302.67151,40.062,2.945,Chain Pickerel
2995,25,58,237,6,23,69.78822902,13746.16521,37.95,5.345,Chain Pickerel
7794,16,14,71,3,7,17.45778606,994.8559445,23.448,3.105,Chain Pickerel
7363,28,92,329,1,59,119.0782362,30268.52646,36.784,3.885,Chain Pickerel
4805,25,58,249,1,28,57.22540641,14442.25412,32.95,3.42,Chain Pickerel
8565,25,58,617,1,22,39.08455792,35786.45015,32.95,4.33,Chain Pickerel
7608,21,33,631,7,4,43.36886758,20823.54807,33.838,5.06,Chain Pickerel
2181,28,92,58,5,55,33.31631581,5336.36423,40.784,5.825,Chain Pickerel
6771,22,38,559,7,11,41.79665382,21242.27566,35.116,4.165,Chain Pickerel
4848,21,33,478,8,5,49.45674915,15774.38482,34.838,1.075,Chain Pickerel
1499,16,14,565,8,12,25.89600764,7910.130572,28.448,4.18,Chain Pickerel
3990,25,58,580,7,25,35.37595801,33640.28958,38.95,3.375,Chain Pickerel
2082,24,51,304,8,16,38.14626787,15504.68092,38.672,3.24,Chain Pickerel
6364,15,11,117,6,14,23.35532337,1287.916605,25.17,5.21,Chain Pickerel
4941,27,83,520,3,47,77.45875741,43160.98281,37.506,1.705,Chain Pickerel
7731,19,24,55,1,4,30.43220711,1320.059248,25.282,2.06,Chain Pickerel
8458,18,20,746,3,8,20.34244303,14920.68941,26.004,2.12,Chain Pickerel
4598,22,38,395,3,8,54.97150684,15010.27968,31.116,1.12,Chain Pickerel
9577,27,83,168,8,45,78.04400704,13944.1664,42.506,1.675,Chain Pickerel
2296,21,33,17,3,1,52.60884496,561.3379843,29.838,1.015,Chain Pickerel
8546,20,28,600,2,1,20.78455754,16800.25075,27.56,2.015,Chain Pickerel
2020,25,58,147,3,26,29.26817527,8526.562348,34.95,4.39,Chain Pickerel
2785,30,114,556,3,75,122.7641268,63384.87995,41.34,6.125,Chain Pickerel
6847,15,11,49,2,10,23.33989014,539.9275538,21.17,3.15,Chain Pickerel
4990,19,24,694,1,4,22.30825076,16656.89246,25.282,1.06,Chain Pickerel
6927,31,126,289,5,84,112.2588717,36414.76196,44.618,6.26,Chain Pickerel
1324,29,103,78,5,69,81.86929371,8034.137624,42.062,5.035,Chain Pickerel
6224,25,58,36,3,28,81.1950226,2088.849301,34.95,4.42,Chain Pickerel
6237,18,20,526,7,4,36.48195646,10520.81941,30.004,3.06,Chain Pickerel
3349,27,83,542,3,51,92.22484956,44986.43481,37.506,1.765,Chain Pickerel
7229,17,17,544,7,7,17.28543774,9248.040123,28.726,2.105,Chain Pickerel
1723,26,65,132,5,28,31.04600335,8580.86693,38.228,4.42,Chain Pickerel
4213,26,65,645,4,33,30.21707651,41925.63084,37.228,3.495,Chain Pickerel
2028,24,51,102,7,20,56.89692953,5202.024276,37.672,4.3,Chain Pickerel
4152,27,83,542,3,48,95.9209307,44986.48821,37.506,4.72,Chain Pickerel
9093,22,38,412,1,8,53.5534082,15656.22804,29.116,2.12,Chain Pickerel
4170,24,51,238,1,18,37.91483312,12138.89267,31.672,5.27,Chain Pickerel
2356,26,65,403,7,29,63.02520061,26195.82823,40.228,4.435,Chain Pickerel
5134,29,103,11,1,67,39.70790777,1133.15361,38.062,4.005,Chain Pickerel
5934,17,17,81,8,6,26.48982097,1377.724997,29.726,5.09,Chain Pickerel
9998,28,92,380,4,55,117.2815598,34960.25275,39.784,2.825,Chain Pickerel
6996,18,20,313,1,9,34.33403345,6260.905629,24.004,2.135,Chain Pickerel
5173,16,14,609,3,13,22.68970661,8526.359397,23.448,3.195,Chain Pickerel
8657,21,33,515,1,5,30.26807055,16995.01519,27.838,5.075,Chain Pickerel
3189,17,17,401,8,6,33.23653403,6817.524037,29.726,1.09,Chain Pickerel
9886,25,58,77,3,23,43.04561474,4466.673931,34.95,2.345,Chain Pickerel
3193,28,92,626,2,55,108.1505156,57592.99069,37.784,5.825,Chain Pickerel
5259,27,83,82,8,46,81.32247204,6806.944187,42.506,2.69,Chain Pickerel
7375,16,14,414,2,7,29.87626146,5796.283863,22.448,3.105,Chain Pickerel
6568,27,83,397,8,47,87.37597555,32951.85342,42.506,1.705,Chain Pickerel
7734,28,92,86,3,55,69.40700211,7912.774343,38.784,1.825,Chain Pickerel
4089,18,20,205,7,6,35.72720358,4100.26245,30.004,2.09,Chain Pickerel
5953,24,51,563,7,18,28.48723927,28713.17164,37.672,5.27,Chain Pickerel
2036,18,20,585,1,8,34.65804964,11700.44607,24.004,2.12,Chain Pickerel
9226,28,92,43,2,54,67.16421533,3956.982908,37.784,3.81,Chain Pickerel
5425,22,38,423,8,10,56.38473662,16074.44932,36.116,5.15,Chain Pickerel
5267,17,17,344,4,7,17.38167098,5848.102926,25.726,2.105,Chain Pickerel
5293,30,114,240,6,75,128.4260586,27360.83424,44.34,6.125,Chain Pickerel
1916,28,92,34,7,54,110.6622997,3128.033968,42.784,4.81,Chain Pickerel
3404,27,83,309,1,50,45.85833317,25647.21846,35.506,1.75,Chain Pickerel
1180,25,58,684,5,25,53.22862281,39672.82085,36.95,1.375,Chain Pickerel
7511,30,114,211,6,76,85.07741705,24054.16548,44.34,2.14,Chain Pickerel
7696,22,38,736,2,11,38.84338315,27968.57325,30.116,3.165,Chain Pickerel
7665,27,83,317,6,46,76.28148125,26311.16642,40.506,5.69,Chain Pickerel
7538,28,92,369,5,58,107.3717111,33948.77698,40.784,3.87,Chain Pickerel
6701,15,11,507,7,11,22.64033853,5577.233749,26.17,5.165,Chain Pickerel
9649,18,20,699,6,7,29.5806122,13980.31053,29.004,1.105,Chain Pickerel
4699,23,44,246,4,15,54.82909642,10824.47653,33.394,5.225,Chain Pickerel
4138,18,20,345,4,7,18.18461914,6900.135417,27.004,2.105,Chain Pickerel
1305,18,20,75,4,6,34.63289597,1500.322916,27.004,5.09,Chain Pickerel
2508,29,103,332,2,68,67.63815095,34196.56855,39.062,2.02,Chain Pickerel
6091,24,51,224,2,22,61.32675081,11424.21849,32.672,1.33,Chain Pickerel
8147,20,28,373,5,1,42.1910791,10444.52186,30.56,2.015,Chain Pickerel
3150,17,17,635,1,5,27.10163054,10795.76415,22.726,1.075,Chain Pickerel
8180,26,65,228,1,29,35.51976258,14820.37516,34.228,3.435,Chain Pickerel
4170,15,11,373,8,15,19.79160314,4103.074614,27.17,5.225,Chain Pickerel
7938,26,65,13,5,33,54.92233076,845.7072564,38.228,1.495,Chain Pickerel
3710,18,20,674,8,4,24.3268783,13480.70725,31.004,3.06,Chain Pickerel
5893,15,11,647,1,14,18.2453761,7117.166676,20.17,5.21,Chain Pickerel
8471,19,24,28,6,2,29.75381152,672.1729947,30.282,4.03,Chain Pickerel
6130,30,114,477,2,75,42.54978148,54378.79826,40.34,6.125,Chain Pickerel
2016,18,20,28,4,5,34.59551528,560.3930176,27.004,2.075,Chain Pickerel
9208,22,38,528,8,7,29.66154933,20064.99281,36.116,5.105,Chain Pickerel
6419,18,20,144,2,7,21.11020107,2880.518243,25.004,4.105,Chain Pickerel
7444,20,28,52,2,3,44.70463859,1456.864023,27.56,5.045,Chain Pickerel
6191,19,24,687,2,0,19.62162071,16488.63681,26.282,4,Chain Pickerel
9059,29,103,498,5,66,100.5352587,51294.7968,42.062,3.99,Chain Pickerel
8139,16,14,740,3,11,29.21748843,10360.44919,23.448,2.165,Chain Pickerel
6476,16,14,398,2,8,18.52146638,5572.88047,22.448,5.12,Chain Pickerel
6057,20,28,414,8,1,21.63905667,11592.73042,33.56,3.015,Chain Pickerel
4585,19,24,310,6,0,21.50422813,7440.743108,30.282,1,Chain Pickerel
5668,15,11,602,7,9,25.41048621,6622.208964,26.17,3.135,Chain Pickerel
5162,27,83,170,5,46,101.3684376,14110.56574,39.506,2.69,Chain Pickerel
4801,22,38,563,1,10,54.44141664,21394.77564,29.116,2.15,Chain Pickerel
5623,18,20,315,5,8,22.38996539,6300.067906,28.004,4.12,Chain Pickerel
9679,20,28,144,4,0,30.80641368,4032.135441,29.56,2,Chain Pickerel
9352,28,92,19,2,53,35.62231585,1748.384057,37.784,1.795,Chain Pickerel
3440,27,83,10,4,45,82.88178758,830.46146,38.506,2.675,Chain Pickerel
8962,27,83,78,7,51,80.18792677,6474.48761,41.506,2.765,Chain Pickerel
2931,25,58,634,5,26,57.34360713,36772.86018,36.95,2.39,Chain Pickerel
5210,23,44,111,5,13,62.63058381,4884.561025,34.394,1.195,Chain Pickerel
8063,28,92,512,8,58,101.5714586,47104.63514,43.784,5.87,Chain Pickerel
9709,27,83,444,7,45,82.52324506,36852.23515,41.506,2.675,Chain Pickerel
5632,20,28,282,4,2,31.17798624,7896.912891,29.56,2.03,Chain Pickerel
9842,28,92,349,1,59,83.48843381,32108.77221,36.784,1.885,Chain Pickerel
6162,23,44,178,1,11,42.34901967,7832.717151,30.394,1.165,Chain Pickerel
7764,29,103,666,1,68,81.6397491,68598.25042,38.062,3.02,Chain Pickerel
9839,25,58,720,7,28,74.34557852,41760.68633,38.95,4.42,Chain Pickerel
6942,19,24,128,1,2,30.32421116,3072.845086,25.282,3.03,Chain Pickerel
3974,26,65,375,1,33,47.66608908,24375.54657,34.228,1.495,Chain Pickerel
8379,26,65,224,1,30,81.50977083,14560.79755,34.228,4.45,Chain Pickerel
5329,29,103,544,2,68,104.4026108,56032.07194,39.062,3.02,Chain Pickerel
2763,19,24,59,4,5,37.95622635,1416.541089,28.282,5.075,Chain Pickerel
6579,24,51,374,7,18,46.59505495,19074.86249,37.672,3.27,Chain Pickerel
9712,24,51,478,8,19,60.73133389,24378.65617,38.672,5.285,Chain Pickerel
3559,16,14,250,7,9,20.61217468,3500.953376,27.448,5.135,Chain Pickerel
1650,20,28,200,6,1,29.10590351,5600.012885,31.56,3.015,Chain Pickerel
3160,16,14,445,1,12,21.72301223,6230.528388,21.448,4.18,Chain Pickerel
1601,24,51,599,6,22,46.6896235,30549.8773,36.672,3.33,Chain Pickerel
7446,26,65,347,3,30,68.83937624,22555.50373,36.228,2.45,Chain Pickerel
5157,20,28,175,1,1,25.47573166,4900.445166,26.56,4.015,Chain Pickerel
9487,16,14,300,1,8,17.64271009,4200.571762,21.448,1.12,Chain Pickerel
9118,29,103,36,7,68,36.35765823,3708.77148,44.062,4.02,Chain Pickerel
9826,23,44,379,3,14,49.73079584,16676.45686,32.394,4.21,Chain Pickerel
4943,23,44,630,2,11,51.16093098,27720.48717,31.394,2.165,Chain Pickerel
9509,23,44,655,3,16,36.46332131,28820.76879,32.394,3.24,Chain Pickerel
3034,16,14,75,7,12,23.79421436,1050.714173,27.448,3.18,Chain Pickerel
6707,31,126,296,5,88,48.73766396,37296.06691,44.618,5.32,Chain Pickerel
3520,22,38,595,2,10,29.71650943,22610.89415,30.116,3.15,Chain Pickerel
7301,29,103,95,1,68,74.27694401,9785.159356,38.062,6.02,Chain Pickerel
8445,25,58,557,6,25,58.26455991,32306.3315,37.95,1.375,Chain Pickerel
6405,16,14,155,8,7,17.13307706,2170.934997,28.448,4.105,Chain Pickerel
7994,17,17,359,4,6,30.01901383,6103.687668,25.726,5.09,Chain Pickerel
6603,17,17,23,2,9,31.10323565,391.5111919,23.726,5.135,Chain Pickerel
3820,24,51,390,7,17,24.32481122,19890.00846,37.672,3.255,Chain Pickerel
8331,20,28,418,5,0,46.9028288,11704.45051,30.56,5,Chain Pickerel
2351,28,92,683,4,59,99.82843727,62836.97228,39.784,4.885,Chain Pickerel
2006,17,17,225,5,6,31.80229777,3825.245832,26.726,1.09,Chain Pickerel
1002,28,92,161,8,59,74.44686063,14812.59549,43.784,3.885,Chain Pickerel
2379,24,51,226,4,20,38.68437495,11526.67346,34.672,2.3,Chain Pickerel
5643,15,11,644,6,10,18.42019508,7084.374946,25.17,4.15,Chain Pickerel
1727,19,24,194,4,5,24.76945955,4656.65754,28.282,1.075,Chain Pickerel
1330,24,51,471,3,19,53.76270036,24021.01297,33.672,5.285,Chain Pickerel
8213,16,14,690,5,13,19.90695229,9660.596387,25.448,1.195,Chain Pickerel
7278,26,65,171,1,28,56.32146576,11115.99016,34.228,2.42,Chain Pickerel
1275,28,92,450,3,57,119.2867255,41400.64072,38.784,2.855,Chain Pickerel
6455,24,51,32,2,21,66.12407987,1632.907357,32.672,1.315,Chain Pickerel
2285,28,92,629,5,56,35.66659226,57868.18686,40.784,4.84,Chain Pickerel
8871,27,83,374,2,45,86.5966172,31042.16604,36.506,5.675,Chain Pickerel
7029,22,38,469,8,7,36.87179867,17822.40673,36.116,5.105,Chain Pickerel
3062,31,126,244,5,86,154.3512943,30744.8334,44.618,5.29,Chain Pickerel
7707,20,28,696,5,2,34.2915201,19488.37001,30.56,3.03,Chain Pickerel
1800,22,38,182,7,11,48.95382773,6916.638875,35.116,5.165,Chain Pickerel
8209,25,58,61,6,28,77.218584,3538.631605,37.95,5.42,Chain Pickerel
4242,16,14,39,7,11,18.95370474,546.9556666,27.448,4.165,Chain Pickerel
4852,17,17,203,5,8,23.32787882,3451.085205,26.726,2.12,Chain Pickerel
6500,27,83,652,7,48,90.72225363,54116.06037,41.506,3.72,Chain Pickerel
6621,21,33,399,3,6,23.02526748,13167.25824,29.838,2.09,Chain Pickerel
7295,25,58,101,6,22,37.45235444,5858.545965,37.95,2.33,Chain Pickerel
3862,18,20,548,5,3,30.2653772,10960.22873,28.004,1.045,Chain Pickerel
1724,20,28,530,8,0,46.54022272,14840.02751,33.56,1,Chain Pickerel
8640,22,38,353,4,9,29.01018461,13414.51255,32.116,1.135,Chain Pickerel
5170,17,17,523,5,8,22.92699286,8891.387182,26.726,2.12,Chain Pickerel
6667,18,20,491,6,3,19.96163479,9820.787946,29.004,5.045,Chain Pickerel
8823,31,126,265,3,85,87.59642046,33390.03088,42.618,3.275,Chain Pickerel
1103,23,44,180,3,14,48.09933067,7920.049511,32.394,4.21,Chain Pickerel
6102,29,103,569,2,65,41.11472065,58607.69643,39.062,3.975,Chain Pickerel
1573,24,51,231,5,22,35.31638232,11781.59495,35.672,5.33,Chain Pickerel
3790,30,114,370,8,74,141.1608094,42180.77414,46.34,3.11,Chain Pickerel
4027,19,24,299,7,0,25.45318992,7176.192691,31.282,3,Chain Pickerel
2498,30,114,580,8,79,79.13542986,66120.23565,46.34,2.185,Chain Pickerel
2385,24,51,136,4,18,24.58729826,6936.367722,34.672,1.27,Chain Pickerel
9490,28,92,357,6,55,77.84137759,32844.05369,41.784,2.825,Chain Pickerel
8897,25,58,501,3,25,50.22933381,29058.75216,34.95,5.375,Chain Pickerel
9852,18,20,410,1,3,26.36995273,8200.845224,24.004,4.045,Chain Pickerel
4923,16,14,334,4,10,28.52054735,4676.022157,24.448,2.15,Chain Pickerel
1540,18,20,436,4,8,23.31971647,8720.353907,27.004,5.12,Chain Pickerel
5722,15,11,137,7,9,16.68668864,1507.812081,26.17,5.135,Chain Pickerel
3818,22,38,461,2,9,48.79834194,17518.38499,30.116,5.135,Chain Pickerel
6952,26,65,374,7,33,51.07250367,24310.29218,40.228,2.495,Chain Pickerel
1598,23,44,579,3,11,65.15176308,25476.75296,32.394,4.165,Chain Pickerel
1142,29,103,193,5,68,59.44504477,19879.67923,42.062,5.02,Chain Pickerel
2597,15,11,40,4,15,16.72005975,440.2560217,23.17,1.225,Chain Pickerel
5182,16,14,112,7,13,16.88001659,1568.29653,27.448,2.195,Chain Pickerel
9874,21,33,388,3,1,43.09815181,12804.43026,29.838,2.015,Chain Pickerel
3583,18,20,204,1,9,33.26086584,4080.740712,24.004,2.135,Chain Pickerel
2649,30,114,532,6,73,70.50921125,60648.61375,44.34,5.095,Chain Pickerel
2039,29,103,626,4,64,36.77373822,64478.06969,41.062,5.96,Chain Pickerel
3472,29,103,607,7,69,102.670399,62521.18733,44.062,2.035,Chain Pickerel
4022,17,17,54,4,5,25.72910682,918.0419264,25.726,1.075,Chain Pickerel
3147,31,126,536,8,87,51.95623227,67536.48,47.618,3.305,Chain Pickerel
9981,19,24,153,4,1,35.9432966,3672.192922,28.282,2.015,Chain Pickerel
1123,26,65,581,8,30,34.78248794,37765.23025,41.228,2.45,Chain Pickerel
8235,21,33,613,1,1,41.88790637,20229.34994,27.838,4.015,Chain Pickerel
5280,19,24,260,1,0,39.27655273,6240.298957,25.282,2,Chain Pickerel
1034,15,11,748,4,15,23.2614456,8228.664834,23.17,2.225,Chain Pickerel
3998,17,17,278,1,9,19.37495718,4726.824556,22.726,4.135,Chain Pickerel
1028,28,92,137,4,59,67.22136247,12604.10518,39.784,5.885,Chain Pickerel
7914,31,126,344,3,88,41.4804137,43344.10497,42.618,3.32,Chain Pickerel
5546,25,58,314,5,26,69.17017665,18212.75989,36.95,3.39,Chain Pickerel
9206,17,17,281,4,7,26.88440886,4777.038149,25.726,3.105,Chain Pickerel
2352,21,33,735,1,7,32.68859435,24255.77207,27.838,1.105,Chain Pickerel
6742,30,114,605,6,76,94.4698673,68970.51256,44.34,5.14,Chain Pickerel
4567,31,126,237,2,84,45.92549855,29862.888,41.618,6.26,Chain Pickerel
7728,16,14,268,6,12,23.48567532,3752.210053,26.448,2.18,Chain Pickerel
5223,19,24,351,2,5,36.54843466,8424.825021,26.282,3.075,Chain Pickerel
6685,18,20,230,8,9,29.77454064,4600.650095,31.004,2.135,Chain Pickerel
7519,19,24,58,1,5,32.8993215,1392.686526,25.282,4.075,Chain Pickerel
4598,23,44,519,8,10,48.19252078,22836.79253,37.394,4.15,Chain Pickerel
1422,22,38,106,4,6,25.63354073,4028.545568,32.116,5.09,Chain Pickerel
5322,26,65,107,4,34,62.44608603,6955.088044,37.228,2.51,Chain Pickerel
1571,21,33,539,7,3,30.32581566,17787.88288,33.838,2.045,Chain Pickerel
8626,23,44,565,7,13,63.51311839,24860.55732,36.394,3.195,Chain Pickerel
5016,18,20,418,1,6,32.39513386,8360.638393,24.004,5.09,Chain Pickerel
2654,29,103,289,5,66,43.91434437,29767.74744,42.062,4.99,Chain Pickerel
4476,20,28,328,6,3,22.94916769,9184.101343,31.56,3.045,Chain Pickerel
4875,25,58,390,8,28,81.34524074,22620.45129,39.95,5.42,Chain Pickerel
8198,21,33,188,5,6,26.18538456,6204.238123,31.838,2.09,Chain Pickerel
1823,30,114,483,6,75,39.80768607,55062.4684,44.34,5.125,Chain Pickerel
7578,23,44,437,6,13,44.12193182,19228.28729,35.394,2.195,Chain Pickerel
8339,27,83,358,5,48,62.33562579,29714.35314,39.506,1.72,Chain Pickerel
6607,18,20,704,7,4,35.45243427,14080.93423,30.004,3.06,Chain Pickerel
3552,17,17,355,8,11,21.31839274,6035.778436,29.726,4.165,Chain Pickerel
5729,28,92,23,8,54,31.79836601,2116.484267,43.784,1.81,Chain Pickerel
3534,29,103,496,6,63,77.9238403,51088.75451,43.062,2.945,Chain Pickerel
5647,31,126,119,4,86,131.2823578,14994.26003,43.618,2.29,Chain Pickerel
7328,19,24,506,1,1,38.57298641,12144.22668,25.282,1.015,Chain Pickerel
7083,23,44,727,2,13,29.11942836,31988.87006,31.394,4.195,Chain Pickerel
1551,25,58,409,6,25,39.71080532,23722.24503,37.95,5.375,Chain Pickerel
4874,18,20,251,1,7,31.17788682,5020.38482,24.004,3.105,Chain Pickerel
8248,19,24,26,6,6,24.48110529,624.4713524,30.282,3.09,Chain Pickerel
1428,29,103,99,4,65,57.45261368,10197.39889,41.062,3.975,Chain Pickerel
8890,20,28,649,7,3,28.64280569,18172.41609,32.56,1.045,Chain Pickerel
1470,30,114,650,8,76,76.73315504,74100.18751,46.34,2.14,Chain Pickerel
9437,27,83,297,7,50,107.866103,24651.78548,41.506,5.75,Chain Pickerel
